 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/14/2017


"Rank","Name","W","L","Pct"
"","Pepperdine","31","9-22","389","12.5"
"","Washington St.","31","13-18","389","12.5"
"129","Northeastern","31","15-16","390","12.6"
"130","California","34","21-13","428","12.6"
"131","Providence","32","20-12","403","12.6"
"132","Belmont","28","22-6","353","12.6"
"133","Utah St.","31","14-17","391","12.6"
"134","San Francisco","32","20-12","404","12.6"
"135","USC Upstate","32","17-15","405","12.7"
"136","UTSA","33","14-19","418","12.7"
"137","Boise St.","31","20-11","393","12.7"
"138","Miami (FL)","32","21-11","407","12.7"
"139","Bowling Green","32","13-19","408","12.8"
"140","Eastern Ill.","29","14-15","370","12.8"
"141","Indiana St.","31","11-20","396","12.8"
"142","Marist","32","8-24","409","12.8"
"143","Xavier","34","21-13","435","12.8"
"144","Idaho","31","18-13","397","12.8"
"145","UNLV","32","11-21","410","12.8"
"146","Penn","28","13-15","359","12.8"
"147","Portland","33","11-22","424","12.8"
"","Jacksonville","33","17-16","424","12.8"
"149","Columbia","27","11-16","347","12.9"
"150","UMES","34","14-20","437","12.9"
"151","Stanford","31","14-17","399","12.9"
"152","Little Rock","32","15-17","412","12.9"
"153","Valparaiso","33","24-9","425","12.9"
"154","Bethune-Cookman","32","10-22","413","12.9"
"","Furman","32","21-11","413","12.9"
"156","Towson","33","20-13","426","12.9"
"157","Arkansas St.","32","20-12","414","12.9"
"158","South Dakota St.","34","18-16","440","12.9"
"159","Maryland","32","24-8","415","13.0"
"160","Niagara","33","10-23","428","13.0"
"","George Mason","33","20-13","428","13.0"
"162","Yale","29","18-11","377","13.0"
"","New Mexico","31","17-14","403","13.0"
"164","TCU","34","19-15","443","13.0"
"165","Coastal Caro.","33","16-17","430","13.0"
"","Penn St.","33","15-18","430","13.0"
"167","Kent St.","35","22-13","457","13.1"
"","Campbell","35","18-17","457","13.1"
"169","Fordham","32","13-19","418","13.1"
"170","Cleveland St.","31","9-22","405","13.1"
"","Southern Miss.","31","9-22","405","13.1"
"172","Purdue","32","25-7","419","13.1"
"","Maine","32","7-25","419","13.1"
"","Kansas","32","28-4","419","13.1"
"","South Alabama","32","14-18","419","13.1"
"176","La Salle","30","15-15","393","13.1"
"177","Kansas St.","34","21-13","446","13.1"
"","Canisius","34","18-16","446","13.1"
"179","La.-Monroe","33","9-24","433","13.1"
"","St. John's (NY)","33","14-19","433","13.1"
"","George Washington","33","19-14","433","13.1"
"182","High Point","31","15-16","407","13.1"
"183","San Jose St.","30","14-16","394","13.1"
"184","UT Arlington","33","25-8","434","13.2"
"185","Winthrop","32","26-6","421","13.2"
"186","Loyola Marymount","30","15-15","395","13.2"
"","VMI","30","6-24","395","13.2"
"188","Western Ill.","28","8-20","369","13.2"
"189","Oklahoma St.","32","20-12","422","13.2"
"190","American","30","8-22","396","13.2"
"191","Prairie View","33","13-20","436","13.2"
"192","Harvard","28","18-10","370","13.2"
"193","Ohio St.","32","17-15","423","13.2"
"194","Houston Baptist","31","17-14","410","13.2"
"195","Mt. St. Mary's","35","20-15","463","13.2"
"196","Alabama A&M","29","2-27","384","13.2"
"197","Rutgers","33","15-18","437","13.2"
"198","Nebraska","31","12-19","411","13.3"
"199","Bucknell","34","26-8","451","13.3"
"200","Toledo","33","17-16","438","13.3"
"201","Drexel","32","9-23","425","13.3"
"202","FIU","31","7-24","412","13.3"
"203","CSUN","30","11-19","399","13.3"
"","Fairleigh Dickinson","30","11-19","399","13.3"
"205","Georgia","33","19-14","439","13.3"
"206","Chattanooga","31","19-12","413","13.3"
"","North Dakota","31","22-9","413","13.3"
"208","Louisiana","33","21-12","440","13.3"
"209","Fresno St.","32","20-12","427","13.3"
"","UTEP","32","15-17","427","13.3"
"211","Saint Louis","33","12-21","441","13.4"
"212","NC State","32","15-17","428","13.4"
"","Bryant","32","12-20","428","13.4"
"","South Carolina","32","22-10","428","13.4"
"215","Baylor","32","25-7","429","13.4"
"216","Texas","33","11-22","443","13.4"
"217","Fairfield","30","16-14","403","13.4"
"218","Northern Ill.","32","15-17","430","13.4"
"219","UAB","33","17-16","444","13.5"
"","Lamar University","33","19-14","444","13.5"
"221","UC Irvine","35","21-14","471","13.5"
"222","Denver","30","16-14","404","13.5"
"","Morehead St.","30","14-16","404","13.5"
"224","Utah","32","20-12","431","13.5"
"","Kennesaw St.","32","14-18","431","13.5"
"226","Idaho St.","31","5-26","419","13.5"
"227","Northern Ky.","34","24-10","460","13.5"
"228","Mississippi St.","32","16-16","433","13.5"
"","Wyoming","32","18-14","433","13.5"
"230","Georgia Tech","33","18-15","447","13.5"
"231","Tulane","31","6-25","420","13.5"
"232","Seton Hall","32","21-11","434","13.6"
"","Tennessee Tech","32","12-20","434","13.6"
"","Auburn","32","18-14","434","13.6"
"235","Florida A&M","30","7-23","407","13.6"
"236","UNC Greensboro","34","25-9","462","13.6"
"237","BYU","33","22-11","449","13.6"
"238","A&M-Corpus Christi","31","20-11","422","13.6"
"","Purdue Fort Wayne","31","19-12","422","13.6"
"240","Jacksonville St.","34","20-14","463","13.6"
"241","Delaware St.","32","10-22","436","13.6"
"242","Samford","35","20-15","477","13.6"
"243","Grambling","33","16-17","450","13.6"
"244","North Texas","30","8-22","410","13.7"
"245","Southern Utah","33","6-27","452","13.7"
"","Oakland","33","25-8","452","13.7"
"247","Sam Houston St.","34","21-13","466","13.7"
"248","Washington","31","9-22","425","13.7"
"249","Iowa","32","18-14","439","13.7"
"250","Southern U.","33","15-18","453","13.7"
"251","Coppin St.","32","8-24","440","13.8"
"","Chicago St.","32","6-26","440","13.8"
"253","New Mexico St.","33","28-5","454","13.8"
"254","Hawaii","30","14-16","414","13.8"
"","Appalachian St.","30","9-21","414","13.8"
"256","Oklahoma","31","11-20","428","13.8"
"257","UC Riverside","28","7-21","387","13.8"
"258","Omaha","32","18-14","444","13.9"
"259","McNeese","29","7-22","403","13.9"
"260","East Carolina","33","15-18","459","13.9"
"261","Eastern Ky.","31","12-19","432","13.9"
"262","Central Ark.","32","8-24","446","13.9"
"263","Alabama","34","19-15","474","13.9"
"264","Green Bay","31","18-13","433","14.0"
"265","Georgia St.","32","20-12","447","14.0"
"266","Morgan St.","30","14-16","420","14.0"
"","Siena","34","17-17","476","14.0"
"268","Northern Colo.","29","11-18","407","14.0"
"269","Lehigh","32","20-12","450","14.1"
"270","NJIT","31","11-20","436","14.1"
"271","Wagner","30","16-14","422","14.1"
"272","DePaul","32","9-23","451","14.1"
"273","Alcorn","32","18-14","452","14.1"
"274","Hampton","30","14-16","424","14.1"
"275","UC Davis","34","22-12","481","14.1"
"276","James Madison","33","10-23","467","14.2"
"277","Texas A&M","31","16-15","439","14.2"
"278","Michigan St.","33","19-14","468","14.2"
"279","Duquesne","32","10-22","454","14.2"
"","Georgetown","32","14-18","454","14.2"
"281","Central Conn. St.","29","6-23","413","14.2"
"282","Ole Miss","34","21-13","487","14.3"
"283","The Citadel","33","12-21","473","14.3"
"284","Boston U.","32","18-14","459","14.3"
"285","Long Beach St.","34","15-19","488","14.4"
"286","Gardner-Webb","33","19-14","474","14.4"
"287","Brown","30","13-17","431","14.4"
"288","Mississippi Val.","32","7-25","460","14.4"
"","LIU Brooklyn","32","20-12","460","14.4"
"290","Hartford","32","9-23","462","14.4"
"291","Cornell","29","8-21","419","14.4"
"292","Quinnipiac","31","10-21","448","14.5"
"293","Navy","32","16-16","464","14.5"
"294","Northern Ariz.","32","9-23","465","14.5"
"295","Seattle U","30","13-17","436","14.5"
"","Lafayette","30","9-21","436","14.5"
"","SIUE","30","6-24","436","14.5"
"298","LSU","31","10-21","451","14.5"
"","Nicholls St.","31","14-17","451","14.5"
"","Detroit Mercy","31","8-23","451","14.5"
"301","Buffalo","32","17-15","466","14.6"
"","N.C. A&T","32","3-29","466","14.6"
"303","Rider","33","18-15","481","14.6"
"304","Boston College","32","9-23","467","14.6"
"","Miami (OH)","32","11-21","467","14.6"
"306","UMKC","33","17-16","482","14.6"
"307","UCF","32","21-11","469","14.7"
"308","Colgate","32","10-22","470","14.7"
"","Radford","32","14-18","470","14.7"
"310","Howard","34","10-24","500","14.7"
"311","Ball St.","33","21-12","486","14.7"
"312","Norfolk St.","34","17-17","502","14.8"
"","ETSU","34","27-7","502","14.8"
"314","Tulsa","32","15-17","473","14.8"
"315","Wright St.","32","20-12","474","14.8"
"316","Massachusetts","33","15-18","489","14.8"
"317","Rice","33","22-11","490","14.8"
"","Saint Francis (PA)","33","17-16","490","14.8"
"319","Dartmouth","27","7-20","401","14.9"
"320","Savannah St.","29","13-16","431","14.9"
"321","CSU Bakersfield","32","23-9","476","14.9"
"322","Loyola Maryland","31","15-16","465","15.0"
"323","Presbyterian","30","5-25","451","15.0"
"324","Robert Morris","33","14-19","497","15.1"
"325","Tennessee St.","30","17-13","452","15.1"
"326","Army West Point","32","13-19","483","15.1"
"327","Bradley","33","13-20","499","15.1"
"328","Northwestern St.","29","13-16","439","15.1"
"329","Lipscomb","33","20-13","500","15.2"
"330","UT Martin","33","21-12","501","15.2"
"331","Cal St. Fullerton","31","17-14","471","15.2"
"332","Longwood","30","6-24","456","15.2"
"333","Indiana","34","18-16","517","15.2"
"334","Oregon St.","32","5-27","491","15.3"
"335","Utah Valley","31","15-16","479","15.5"
"336","Alabama St.","31","8-23","488","15.7"
"337","UTRGV","32","10-22","507","15.8"
"338","North Florida","34","15-19","541","15.9"
"339","Southeastern La.","32","16-16","512","16.0"
"340","UIC","33","15-18","531","16.1"
"341","Western Caro.","32","9-23","516","16.1"
"","Sacred Heart","32","13-19","516","16.1"
"343","South Fla.","30","7-23","489","16.3"
"344","Manhattan","32","10-22","530","16.6"
"345","New Orleans","32","20-12","534","16.7"
"346","SFA","32","18-14","560","17.5"
"347","Ark.-Pine Bluff","32","7-25","578","18.1"
Reclassifying
"NR","Grand Canyon","31","22-9","397","12.8"
"NR","Incarnate Word","29","12-17","391","13.5"
"NR","Abilene Christian","29","13-16","412","14.2"
"NR","UMass Lowell","31","11-20","474","15.3"

NCAA Men's Basketball
Division ITurnover Margin
Through Games 03/14/2017


"Rank","Name","GM","W-L","Opp TO","TO","Ratio"
"1","West Virginia","34","26-8","695","417","8.2"
"2","UNC Asheville","32","23-9","532","369","5.1"
"3","Holy Cross","32","15-17","508","351","4.9"
"4","Portland St.","31","15-16","527","376","4.9"
"5","Fordham","32","13-19","561","418","4.5"
"6","UNCW","34","29-5","498","354","4.2"
"7","Iowa St.","33","23-10","474","335","4.2"
"8","Eastern Mich.","33","16-17","532","399","4.0"
"9","Houston","31","21-10","428","305","4.0"
"10","South Carolina","32","22-10","552","428","3.9"
"11","Grambling","33","16-17","577","450","3.8"
"12","Liberty","33","20-13","472","347","3.8"
"13","Cincinnati","34","29-5","466","340","3.7"
"14","Michigan","35","24-11","453","330","3.5"
"15","Princeton","29","23-6","388","289","3.4"
"16","Butler","31","23-8","420","315","3.4"
"17","Notre Dame","34","25-9","435","321","3.4"
"18","Virginia","32","22-10","411","305","3.3"
"19","Southeast Mo. St.","33","15-18","518","410","3.3"
"20","The Citadel","33","12-21","579","473","3.2"
"21","Florida","32","24-8","480","378","3.2"
"22","South Alabama","32","14-18","520","419","3.2"
"23","Middle Tenn.","34","30-4","458","354","3.1"
"24","Eastern Ill.","29","14-15","458","370","3.0"
"25","Dayton","31","24-7","463","370","3.0"
"26","Clemson","33","17-16","451","354","2.9"
"27","Arizona St.","33","15-18","439","344","2.9"
"28","Wichita St.","34","30-4","475","379","2.8"
"29","Stony Brook","31","18-13","404","318","2.8"
"30","Lamar University","33","19-14","532","444","2.7"
"31","Richmond","33","21-12","471","385","2.6"
"32","Sam Houston St.","34","21-13","554","466","2.6"
"33","Louisville","32","24-8","439","357","2.6"
"","Loyola Chicago","32","18-14","459","377","2.6"
"35","Kentucky","34","29-5","496","409","2.6"
"36","Cleveland St.","31","9-22","484","405","2.5"
"37","Florida St.","33","25-8","474","390","2.5"
"38","Texas Tech","32","18-14","435","354","2.5"
"39","UNI","30","14-16","415","342","2.4"
"40","A&M-Corpus Christi","31","20-11","496","422","2.4"
"41","St. Bonaventure","32","20-12","475","401","2.3"
"42","Saint Peter's","32","19-13","426","354","2.3"
"43","CSU Bakersfield","32","23-9","546","476","2.2"
"44","Monmouth","34","27-7","498","425","2.1"
"","Oregon","34","29-5","467","394","2.1"
"","VCU","34","26-8","499","426","2.1"
"47","Oklahoma St.","32","20-12","489","422","2.1"
"","Memphis","32","19-13","435","368","2.1"
"49","Santa Clara","33","17-16","410","341","2.1"
"50","Villanova","34","31-3","452","381","2.1"
"51","St. John's (NY)","33","14-19","501","433","2.1"
"52","Wisconsin","34","25-9","442","373","2.0"
"53","Prairie View","33","13-20","502","436","2.0"
"","Bowling Green","32","13-19","472","408","2.0"
"55","Texas St.","33","20-13","448","383","2.0"
"56","Col. of Charleston","35","25-10","432","364","1.9"
"57","Kansas St.","34","21-13","512","446","1.9"
"58","Rhode Island","33","24-9","434","370","1.9"
"59","North Dakota","31","22-9","473","413","1.9"
"60","Ga. Southern","32","18-14","440","379","1.9"
"61","Texas Southern","34","23-11","458","394","1.9"
"62","Montana","32","16-16","404","345","1.8"
"63","Canisius","34","18-16","508","446","1.8"
"64","N.C. Central","33","25-8","456","397","1.8"
"","South Dakota","33","22-11","449","390","1.8"
"","Jacksonville","33","17-16","483","424","1.8"
"67","Vermont","34","29-5","443","383","1.8"
"68","St. Francis Brooklyn","31","4-27","433","379","1.7"
"69","North Carolina","34","27-7","464","405","1.7"
"70","Loyola Marymount","30","15-15","447","395","1.7"
"71","Penn St.","33","15-18","487","430","1.7"
"72","Bethune-Cookman","32","10-22","467","413","1.7"
"73","Old Dominion","31","19-12","400","348","1.7"
"74","Creighton","34","25-9","481","424","1.7"
"75","Southern Ill.","33","17-16","453","398","1.7"
"","Louisiana","33","21-12","495","440","1.7"
"","Southern California","33","24-9","423","368","1.7"
"78","Mt. St. Mary's","35","20-15","521","463","1.7"
"79","Missouri","32","8-24","437","384","1.7"
"80","Jackson St.","32","14-18","441","390","1.6"
"81","Chattanooga","31","19-12","462","413","1.6"
"82","Charlotte","30","13-17","413","366","1.6"
"83","Louisiana Tech","33","23-10","457","407","1.5"
"","Robert Morris","33","14-19","547","497","1.5"
"85","Tennessee","32","16-16","447","399","1.5"
"","Northern Ill.","32","15-17","478","430","1.5"
"","Auburn","32","18-14","482","434","1.5"
"88","Columbia","27","11-16","387","347","1.5"
"89","Stanford","31","14-17","444","399","1.5"
"90","Brown","30","13-17","474","431","1.4"
"","UMBC","30","18-12","393","350","1.4"
"92","Northwestern","34","23-11","405","358","1.4"
"93","Providence","32","20-12","447","403","1.4"
"94","Arkansas","34","25-9","445","399","1.4"
"95","Syracuse","32","18-14","431","388","1.3"
"96","Fla. Atlantic","30","10-20","388","348","1.3"
"97","Cal Poly","31","11-20","372","333","1.3"
"98","UMES","34","14-20","479","437","1.2"
"99","Morehead St.","30","14-16","441","404","1.2"
"100","Fresno St.","32","20-12","466","427","1.2"
"101","Gonzaga","33","32-1","413","373","1.2"
"102","Temple","32","16-16","403","365","1.2"
"103","IUPUI","32","14-18","438","401","1.2"
"","Omaha","32","18-14","481","444","1.2"
"105","Austin Peay","30","11-19","407","373","1.1"
"106","Montana St.","32","16-16","429","393","1.1"
"","Central Mich.","32","16-16","398","362","1.1"
"108","San Diego St.","33","19-14","424","387","1.1"
"109","Iona","34","22-12","449","411","1.1"
"110","Kent St.","35","22-13","496","457","1.1"
"111","Green Bay","31","18-13","467","433","1.1"
"112","Tennessee Tech","32","12-20","469","434","1.1"
"113","UT Arlington","33","25-8","470","434","1.1"
"","Minnesota","33","24-9","421","385","1.1"
"115","Charleston So.","31","12-19","391","358","1.1"
"116","Savannah St.","29","13-16","461","431","1.0"
"117","Marquette","31","19-12","409","378","1.0"
"","Navy","32","16-16","496","464","1.0"
"119","Murray St.","33","16-17","434","403","0.9"
"120","Colorado St.","35","24-11","407","375","0.9"
"121","Evansville","33","16-17","419","389","0.9"
"122","Winthrop","32","26-6","450","421","0.9"
"123","Ohio","31","20-11","416","388","0.9"
"124","SMU","34","30-4","398","369","0.9"
"125","Marshall","35","20-15","462","433","0.8"
"126","Iowa","32","18-14","465","439","0.8"
"","Weber St.","32","19-13","390","364","0.8"
"128","ETSU","34","27-7","529","502","0.8"
"129","Nicholls St.","31","14-17","475","451","0.8"
"130","San Jose St.","30","14-16","417","394","0.8"
"131","Western Mich.","32","16-16","423","399","0.8"
"","Penn","28","13-15","380","359","0.8"
"133","Purdue Fort Wayne","31","19-12","444","422","0.7"
"134","Duke","35","27-8","419","395","0.7"
"135","Saint Joseph's","31","11-20","392","371","0.7"
"136","Gardner-Webb","33","19-14","496","474","0.7"
"","Oakland","33","25-8","474","452","0.7"
"138","Bucknell","34","26-8","473","451","0.6"
"139","Florida A&M","30","7-23","426","407","0.6"
"","Tennessee St.","30","17-13","471","452","0.6"
"","North Dakota St.","30","19-11","367","348","0.6"
"142","Delaware St.","32","10-22","456","436","0.6"
"143","Tulane","31","6-25","439","420","0.6"
"144","Furman","32","21-11","432","413","0.6"
"145","San Francisco","32","20-12","422","404","0.6"
"146","UCLA","33","29-4","399","381","0.5"
"147","Miami (OH)","32","11-21","484","467","0.5"
"","UTRGV","32","10-22","524","507","0.5"
"149","Little Rock","32","15-17","428","412","0.5"
"","Mississippi St.","32","16-16","449","433","0.5"
"151","FGCU","33","26-7","426","410","0.5"
"152","Arizona","34","30-4","405","389","0.5"
"153","Hampton","30","14-16","438","424","0.5"
"154","Boston U.","32","18-14","473","459","0.4"
"155","Lipscomb","33","20-13","514","500","0.4"
"156","New Mexico","31","17-14","416","403","0.4"
"157","Morgan St.","30","14-16","432","420","0.4"
"158","High Point","31","15-16","419","407","0.4"
"159","Fairleigh Dickinson","30","11-19","410","399","0.4"
"160","UMKC","33","17-16","494","482","0.4"
"161","Nebraska","31","12-19","422","411","0.4"
"162","Youngstown St.","34","13-21","418","406","0.4"
"163","Kansas","32","28-4","430","419","0.3"
"164","Towson","33","20-13","437","426","0.3"
"","Air Force","33","12-21","407","396","0.3"
"166","Georgia St.","32","20-12","457","447","0.3"
"167","Illinois St.","33","27-6","422","412","0.3"
"168","Hawaii","30","14-16","423","414","0.3"
"169","Troy","36","22-14","455","445","0.3"
"170","Stetson","32","11-21","370","362","0.3"
"171","Houston Baptist","31","17-14","417","410","0.2"
"172","Arkansas St.","32","20-12","421","414","0.2"
"173","Wofford","33","16-17","412","405","0.2"
"174","UNC Greensboro","34","25-9","469","462","0.2"
"175","South Carolina St.","31","11-20","389","383","0.2"
"176","Detroit Mercy","31","8-23","456","451","0.2"
"177","Nevada","34","28-6","384","379","0.1"
"178","Indiana St.","31","11-20","400","396","0.1"
"179","UC Davis","34","22-12","480","481","0.0"
"180","Illinois","33","19-14","411","412","0.0"
"181","Hofstra","32","15-17","339","341","-0.1"
"182","Oral Roberts","30","8-22","358","360","-0.1"
"183","TCU","34","19-15","440","443","-0.1"
"184","Pacific","33","11-22","383","386","-0.1"
"185","Mississippi Val.","32","7-25","456","460","-0.1"
"186","Drake","31","7-24","385","389","-0.1"
"","Eastern Ky.","31","12-19","428","432","-0.1"
"188","Wake Forest","33","19-14","384","389","-0.2"
"189","Chicago St.","32","6-26","435","440","-0.2"
"190","Colorado","33","19-14","397","403","-0.2"
"191","VMI","30","6-24","389","395","-0.2"
"192","Akron","34","26-8","389","396","-0.2"
"193","Coppin St.","32","8-24","433","440","-0.2"
"194","DePaul","32","9-23","443","451","-0.3"
"","Davidson","32","17-15","382","390","-0.3"
"196","Milwaukee","35","11-24","410","419","-0.3"
"197","Albany (NY)","34","21-13","395","404","-0.3"
"198","CSUN","30","11-19","391","399","-0.3"
"199","Rutgers","33","15-18","427","437","-0.3"
"200","UTSA","33","14-19","406","418","-0.4"
"201","Wright St.","32","20-12","462","474","-0.4"
"202","Oklahoma","31","11-20","416","428","-0.4"
"203","North Texas","30","8-22","398","410","-0.4"
"204","Virginia Tech","32","22-10","375","388","-0.4"
"","New Orleans","32","20-12","521","534","-0.4"
"","Maryland","32","24-8","402","415","-0.4"
"207","Alabama","34","19-15","460","474","-0.4"
"","Ole Miss","34","21-13","473","487","-0.4"
"209","UC Riverside","28","7-21","375","387","-0.4"
"210","Harvard","28","18-10","356","370","-0.5"
"211","Massachusetts","33","15-18","472","489","-0.5"
"212","Northwestern St.","29","13-16","424","439","-0.5"
"213","UC Santa Barbara","28","6-22","326","341","-0.5"
"214","Idaho St.","31","5-26","402","419","-0.5"
"","Idaho","31","18-13","380","397","-0.5"
"","Loyola Maryland","31","15-16","448","465","-0.5"
"217","Xavier","34","21-13","416","435","-0.6"
"218","Long Beach St.","34","15-19","468","488","-0.6"
"219","Georgia Tech","33","18-15","427","447","-0.6"
"220","Drexel","32","9-23","405","425","-0.6"
"221","La Salle","30","15-15","374","393","-0.6"
"222","NJIT","31","11-20","416","436","-0.6"
"223","McNeese","29","7-22","384","403","-0.7"
"224","Bryant","32","12-20","407","428","-0.7"
"","Elon","32","18-14","353","374","-0.7"
"226","Seattle U","30","13-17","415","436","-0.7"
"227","Central Conn. St.","29","6-23","392","413","-0.7"
"228","Binghamton","32","12-20","373","397","-0.8"
"229","Boise St.","31","20-11","369","393","-0.8"
"","Cal St. Fullerton","31","17-14","447","471","-0.8"
"231","LIU Brooklyn","32","20-12","434","460","-0.8"
"","Southeastern La.","32","16-16","486","512","-0.8"
"233","Fairfield","30","16-14","378","403","-0.8"
"234","Miami (FL)","32","21-11","380","407","-0.8"
"235","Sacramento St.","31","13-18","333","360","-0.9"
"236","Texas","33","11-22","413","443","-0.9"
"237","Belmont","28","22-6","327","353","-0.9"
"238","Lehigh","32","20-12","419","450","-1.0"
"239","Northeastern","31","15-16","359","390","-1.0"
"","Kennesaw St.","32","14-18","399","431","-1.0"
"241","Campbell","35","18-17","421","457","-1.0"
"242","Wyoming","32","18-14","400","433","-1.0"
"","UNLV","32","11-21","377","410","-1.0"
"244","Missouri St.","33","17-16","371","406","-1.1"
"245","Alcorn","32","18-14","418","452","-1.1"
"","Purdue","32","25-7","385","419","-1.1"
"247","Appalachian St.","30","9-21","382","414","-1.1"
"248","Rider","33","18-15","445","481","-1.1"
"249","Northern Colo.","29","11-18","375","407","-1.1"
"250","UTEP","32","15-17","391","427","-1.1"
"251","Samford","35","20-15","437","477","-1.1"
"252","Southern Utah","33","6-27","414","452","-1.2"
"253","Saint Mary's (CA)","32","28-4","300","337","-1.2"
"","Ohio St.","32","17-15","386","423","-1.2"
"255","SFA","32","18-14","522","560","-1.2"
"256","Mercer","32","15-17","328","367","-1.2"
"257","Yale","29","18-11","341","377","-1.2"
"258","BYU","33","22-11","407","449","-1.3"
"259","Portland","33","11-22","381","424","-1.3"
"260","Seton Hall","32","21-11","392","434","-1.3"
"261","Northern Ky.","34","24-10","415","460","-1.3"
"262","Southern U.","33","15-18","409","453","-1.3"
"263","Ark.-Pine Bluff","32","7-25","535","578","-1.3"
"","Hartford","32","9-23","419","462","-1.3"
"265","Niagara","33","10-23","383","428","-1.4"
"266","Southern Miss.","31","9-22","362","405","-1.4"
"","Utah Valley","31","15-16","436","479","-1.4"
"268","Saint Francis (PA)","33","17-16","443","490","-1.4"
"","Rice","33","22-11","443","490","-1.4"
"","UT Martin","33","21-12","454","501","-1.4"
"271","Utah","32","20-12","385","431","-1.4"
"","Western Ky.","32","15-17","342","388","-1.4"
"273","California","34","21-13","379","428","-1.4"
"274","William & Mary","31","17-14","343","388","-1.5"
"275","Georgia","33","19-14","391","439","-1.5"
"","Coastal Caro.","33","16-17","382","430","-1.5"
"277","SIUE","30","6-24","392","436","-1.5"
"278","Maine","32","7-25","371","419","-1.5"
"","South Dakota St.","34","18-16","389","440","-1.5"
"280","Vanderbilt","34","19-15","367","420","-1.6"
"281","Lafayette","30","9-21","389","436","-1.6"
"282","Utah St.","31","14-17","341","391","-1.6"
"283","UConn","33","16-17","347","402","-1.7"
"284","Pepperdine","31","9-22","337","389","-1.7"
"285","Washington","31","9-22","372","425","-1.7"
"286","Duquesne","32","10-22","399","454","-1.7"
"287","FIU","31","7-24","358","412","-1.7"
"","Quinnipiac","31","10-21","394","448","-1.7"
"289","Buffalo","32","17-15","410","466","-1.8"
"290","Eastern Wash.","33","22-11","350","408","-1.8"
"291","Sacred Heart","32","13-19","458","516","-1.8"
"292","La.-Monroe","33","9-24","373","433","-1.8"
"293","Siena","34","17-17","414","476","-1.8"
"294","Marist","32","8-24","350","409","-1.8"
"","USC Upstate","32","17-15","346","405","-1.8"
"296","Ball St.","33","21-12","425","486","-1.8"
"297","Wagner","30","16-14","366","422","-1.9"
"298","Manhattan","32","10-22","469","530","-1.9"
"299","UAB","33","17-16","381","444","-1.9"
"300","Georgetown","32","14-18","391","454","-2.0"
"301","Delaware","33","13-20","330","396","-2.0"
"302","New Hampshire","32","20-12","336","401","-2.0"
"303","Bradley","33","13-20","430","499","-2.1"
"304","NC State","32","15-17","361","428","-2.1"
"305","Boston College","32","9-23","398","467","-2.2"
"306","Howard","34","10-24","426","500","-2.2"
"307","San Diego","31","13-18","311","379","-2.2"
"","LSU","31","10-21","383","451","-2.2"
"309","Pittsburgh","33","16-17","322","396","-2.2"
"","Saint Louis","33","12-21","367","441","-2.2"
"311","Baylor","32","25-7","357","429","-2.3"
"","Tulsa","32","15-17","401","473","-2.3"
"313","James Madison","33","10-23","390","467","-2.3"
"314","Army West Point","32","13-19","407","483","-2.4"
"315","Washington St.","31","13-18","315","389","-2.4"
"316","George Washington","33","19-14","354","433","-2.4"
"317","Northern Ariz.","32","9-23","386","465","-2.5"
"318","Norfolk St.","34","17-17","417","502","-2.5"
"","Central Ark.","32","8-24","366","446","-2.5"
"320","Texas A&M","31","16-15","361","439","-2.5"
"321","Longwood","30","6-24","380","456","-2.5"
"322","East Carolina","33","15-18","375","459","-2.5"
"323","Jacksonville St.","34","20-14","375","463","-2.6"
"324","Western Caro.","32","9-23","431","516","-2.7"
"325","Denver","30","16-14","323","404","-2.7"
"326","UC Irvine","35","21-14","371","471","-2.9"
"","Western Ill.","28","8-20","289","369","-2.9"
"328","Colgate","32","10-22","378","470","-2.9"
"329","Toledo","33","17-16","343","438","-2.9"
"330","George Mason","33","20-13","330","428","-3.0"
"331","South Fla.","30","7-23","398","489","-3.0"
"332","Alabama St.","31","8-23","392","488","-3.1"
"333","Michigan St.","33","19-14","363","468","-3.2"
"334","Cornell","29","8-21","323","419","-3.3"
"335","Presbyterian","30","5-25","348","451","-3.4"
"336","UIC","33","15-18","413","531","-3.6"
"337","Oregon St.","32","5-27","376","491","-3.6"
"338","Alabama A&M","29","2-27","272","384","-3.9"
"339","North Florida","34","15-19","408","541","-3.9"
"340","Dartmouth","27","7-20","294","401","-4.0"
"341","Indiana","34","18-16","379","517","-4.1"
"342","Radford","32","14-18","327","470","-4.5"
"343","UCF","32","21-11","314","469","-4.8"
"","N.C. A&T","32","3-29","311","466","-4.8"
Reclassifying
"NR","Grand Canyon","31","22-9","466","397","2.2"
"NR","Abilene Christian","29","13-16","428","412","0.6"
"NR","Incarnate Word","29","12-17","363","391","-1.0"
"NR","UMass Lowell","31","11-20","408","474","-2.1"

NCAA Men's Basketball
Division IPersonal Fouls Per Game
Through Games 03/14/2017


"Rank","Name","GM","W-L","Fouls","PFPG","DQ"
"1","Villanova","34","31-3","483","14.2","3"
"2","SMU","34","30-4","490","14.4","5"
"3","Saint Mary's (CA)","32","28-4","472","14.8","7"
"4","Western Ky.","32","15-17","475","14.8","3"
"5","Notre Dame","34","25-9","505","14.9","4"
"6","Michigan","35","24-11","529","15.1","10"
"7","Clemson","33","17-16","501","15.2","13"
"8","UNI","30","14-16","464","15.5","8"
